id_annonce;source_dataset;titre;type_bien;type_transaction;prix_tnd;prix_texte_brut;gouvernorat;ville;quartier;adresse_brute;surface_habitable_m2;surface_terrain_m2;nb_pieces;nb_chambres;nb_salles_bain;meuble;terrasse;securite;latitude;longitude;zone_littorale;moyens_paiement;telephone;date_publication;date_extraction;url_annonce;log_prix;piscine;garage;climatisation;jardin
246;tayara.tn;a vendre s+2 haut standing;appartement;Vente;282000.0;282000 DT;Nabeul;Mrezga;Non précisé;Nabeul, Mrezga;Non précisé;Non précisé;2.0.0;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;21174968;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/6a4cfb304956ba003a3b5602/;Non précisé;Non;Non;Non;Non
247;tayara.tn;Particulier L S2 meublé Ennasr2 pour étranger à l'année;appartement;Vente;1600.0;1600 DT;Ariana;Ennasr;Non précisé;Ariana, Ennasr;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;Oui;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;+216 55690000;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/6a4cfb174956ba003a3b55f0/;Non précisé;Non;Non;Non;Non
250;tayara.tn;A Vendre Maison+ Senia à Ras Jebel Bizerte;villa;Vente;370000.0;370000 DT;Bizerte;Ras Jebel;Non précisé;Bizerte, Ras Jebel;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Titre foncier;Non précisé;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/694aafeacd04d08be74fcfff/;Non précisé;Non;Non;Non;Non
253;tayara.tn;A VENDRE UN APPARTEMENT S+3 RDC A EZZAHRA;appartement;Vente;260000.0;260000 DT;Ben Arous;Ezzahra;Non précisé;Ben Arous, Ezzahra;Non précisé;Non précisé;3.0.0;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;98720363;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/6a4cf90b7b31d9554f384aaa/;Non précisé;Non;Non;Non;Non
258;tayara.tn;A VENDRE UN APPARTEMENT S+3 A EZZAHRA PRES DE CLINIQUE;appartement;Vente;275000.0;275000 DT;Ben Arous;Ezzahra;Non précisé;Ben Arous, Ezzahra;Non précisé;Non précisé;3.0.0;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;98720363;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/6a4cf7404956ba003a3b528e/;Non précisé;Non;Non;Non;Non
259;tayara.tn;Villa à vendre à Enkhilet Ariana – À deux pas du rond-point L'Escale;villa;Vente;Non précisé;Non précisé;Ariana;Cite Ennkhilet;Non précisé;Ariana, Cite Ennkhilet;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;Non précisé;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/6a4cf7077b31d9554f3848fa/;Non précisé;Non;Non;Non;Non
260;tayara.tn;Appartements meublés à louer pour familles à Tunis (capitale), téléphone 0021646347310;appartement;Vente;80.0;80 DT;Tunis;Tunis;Non précisé;Tunis, Tunis;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;Oui;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;21646347310;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/6a4cf6c54956ba003a3b5228/;Non précisé;Non;Non;Non;Non
264;tayara.tn;a vendre deux maisons à Raoued;villa;Vente;Non précisé;Non précisé;Ariana;Raoued;Non précisé;Ariana, Raoued;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;58397168;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/6a4cf6347b31d9554f38483f/;Non précisé;Non;Non;Non;Non
267;tayara.tn;A VENDRE UN ETAGE DE VILLA S+3 A EZZAHRA AVEC UNE ENTREE INDEPENDANTE ET GARAGE;villa;Vente;430000.0;430000 DT;Ben Arous;Ezzahra;Non précisé;Ben Arous, Ezzahra;Non précisé;Non précisé;3.0.0;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;98720363;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/6a4cf4f97b31d9554f38472e/;Non précisé;Non;Oui;Non;Non
268;tayara.tn;À Vendre | Villa à Hammamet Nord;villa;Vente;1000.0;1000 DT;Nabeul;Hammamet Nord;Non précisé;Nabeul, Hammamet Nord;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;Non précisé;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/6a4cf4da4956ba003a3b5081/;Non précisé;Non;Non;Non;Non
269;tayara.tn;a vendre appartement s2 au centre ville Tunis;appartement;Vente;160000.0;160000 DT;Tunis;Tunis;Non précisé;Tunis, Tunis;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;Non précisé;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/6a4cf4c74956ba003a3b506c/;Non précisé;Non;Non;Non;Non
272;tayara.tn;Maison à vendre;villa;Vente;160.0;160 DT;Tunis;Le Kram;Non précisé;Tunis, Le Kram;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;Non précisé;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/6a4cf4144956ba003a3b4fd0/;Non précisé;Non;Non;Non;Non
278;tayara.tn;A vendre un Appt S+2 neuf à Cité les palmeraies;appartement;Vente;357000.0;357000 DT;Tunis;L Aouina;Non précisé;Tunis, L Aouina;Non précisé;Non précisé;2.0.0;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;25538653;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/6a0595962257200009c71d2b/;Non précisé;Non;Non;Non;Non
288;tayara.tn;A vendre Appt S+3 direct promoteur à Chotrana 2;appartement;Vente;626652.0;626652 DT;Ariana;Chotrana 2;Non précisé;Ariana, Chotrana 2;Non précisé;Non précisé;3.0.0;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;25538653;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/69ef9e379ab1fd1e10935d39/;Non précisé;Non;Non;Non;Non
289;tayara.tn;Des appartements en cours de construction dans une résidence avec piscine à la situé à AFH Mrezga Nabeul.;appartement;Vente;1.0;1 DT;Nabeul;Mrezga;Non précisé;Nabeul, Mrezga;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;216 52037317;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/69c64a2f18988b5c47826e53/;Non précisé;Oui;Non;Non;Non
291;tayara.tn;A vendre un appt S+2 à Chotrana 1;appartement;Vente;530000.0;530000 DT;Ariana;Chotrana 1;Non précisé;Ariana, Chotrana 1;Non précisé;Non précisé;2.0.0;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;25538653;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/693fcba28914daae519b9b7c/;Non précisé;Non;Non;Non;Non
293;tayara.tn;Terrain , Maison et Espace de loisirs multifonction à exploiter immédiatement;villa;Vente;730000.0;730000 DT;Zaghouan;Zaghouen;Non précisé;Zaghouan, Zaghouen;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;Non précisé;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/6a4cec0a7b31d9554f383ee1/;Non précisé;Non;Non;Non;Non
295;tayara.tn;A VENDRE S+3 AVEC JARDIN;appartement;Vente;1.0;1 DT;Tunis;L Aouina;Non précisé;Tunis, L Aouina;Non précisé;Non précisé;3.0.0;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;Non précisé;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/6a4cee9b7b31d9554f384129/;Non précisé;Non;Non;Non;Oui
306;tayara.tn;??? ???????????? ??+1 ??? ???????????? ???????? ???????? ?????????????? ???? ?????????????????????? ??????????????????;appartement;Vente;275000.0;275000 DT;Mahdia;Mahdia;Non précisé;Mahdia, Mahdia;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;Non précisé;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/69f8809e62589ac95e00d5d4/;Non précisé;Non;Non;Non;Non
307;tayara.tn;???????????? ???? ???????? ?????????????? ???? ?????????????? ???????????? ??? ???????????? ??? ????????????;appartement;Vente;392400.0;392400 DT;Mahdia;Mahdia;Non précisé;Mahdia, Mahdia;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;53690169;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/687a7183d5464a896cafd9dd/;Non précisé;Non;Non;Non;Non
310;tayara.tn;??? ???????????? ??+2 ??? ???????? ???????? ???????????? ???????? ??? ????????????;appartement;Vente;190000.0;190000 DT;Tunis;Tunis;Non précisé;tunis, tunis;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;5??6??0??6??;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/6794c885a487ea2259bd36e9/;Non précisé;Non;Non;Non;Non
313;tayara.tn;?? ?????????? ??? ???? ???????? ?????????????????????? ??+2 ???????????? ???? ???? ?????? ???????? ??????????????;appartement;Vente;1400.0;1400 DT;Mahdia;Mahdia;Non précisé;Mahdia, Mahdia;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;Non précisé;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/6a1eee7f48bfce553b71b17a/;Non précisé;Non;Non;Non;Non
321;tayara.tn;???? A loue un s+2 a la Marsa;appartement;Vente;2500.0;2500 DT;Tunis;La Marsa;Non précisé;Tunis, La Marsa;Non précisé;Non précisé;2.0.0;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;Non précisé;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/6a4cea6f4956ba003a3b46fe/;Non précisé;Non;Non;Non;Non
323;tayara.tn;MAISON A DEUX ETAGES (R+1) EN TRES BON ETAT ET PRETE A VIVRE A VENDRE;villa;Vente;318998.0;318998 DT;Bizerte;Bizerte Nord;Non précisé;Bizerte, Bizerte Nord;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;Non précisé;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/6a4cea5a4956ba003a3b46e9/;Non précisé;Non;Non;Non;Non
324;tayara.tn;Appartement S+3 à Borj Cedria;appartement;Vente;158000.0;158000 DT;Ben Arous;Borj Cedria;Non précisé;Ben Arous, Borj Cedria;Non précisé;Non précisé;3.0.0;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Paiement echelonne | Titre foncier;Non précisé;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/6a43b86db3da6e91fdc0c7f2/;Non précisé;Non;Non;Non;Non
325;tayara.tn;Appartement S+3 à Borj Cedria;appartement;Vente;161000.0;161000 DT;Tunis;Tunis;Non précisé;tunis, tunis;Non précisé;Non précisé;3.0.0;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Paiement echelonne | Titre foncier;Non précisé;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/6a43b756c59ab3cb25a328f5/;Non précisé;Non;Non;Non;Non
329;tayara.tn;S+2, appartement à 3 min à pied de la mer;appartement;Vente;300000.0;300000 DT;Nabeul;Kélibia;Non précisé;Nabeul, Kélibia;Non précisé;Non précisé;2.0.0;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;Non précisé;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/6a02f61ae853e69bec007e00/;Non précisé;Non;Non;Non;Non
330;tayara.tn;villa pieds dans l'eau à Marsa kelibia;villa;Vente;750000.0;750000 DT;Nabeul;Kélibia;Non précisé;Nabeul, Kélibia;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;54555008;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/6a02f768e853e69bec007ef0/;Non précisé;Non;Non;Non;Non
334;tayara.tn;(S+2) Direct Promoteur à khezema;appartement;Vente;325000.0;325000 DT;Sousse;Khzema;Non précisé;Sousse, Khzema;Non précisé;Non précisé;2.0.0;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;+21628615615;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/69d4f647b9d5257b5a8894a6/;Non précisé;Non;Non;Non;Non
336;tayara.tn;Maison à Sousse, Prés de Centre Ville;villa;Vente;369000.0;369000 DT;Sousse;Sousse;Non précisé;Sousse, Sousse;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;+21628615615;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/69676940646b45192d8e49e3/;Non précisé;Non;Non;Non;Non
337;tayara.tn;(S+2) à Bouhsina el Ghazali , Direct Promoteur;appartement;Vente;343000.0;343000 DT;Sousse;Sousse;Non précisé;Sousse, Sousse;Non précisé;Non précisé;2.0.0;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;+21628615615;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/6a0b3f66453ae0812f0733b3/;Non précisé;Non;Non;Non;Non
338;tayara.tn;(S+1) Directe Promoteur à Cité Riadh;appartement;Vente;140000.0;140000 DT;Sousse;Sousse Riadh;Non précisé;Sousse, Sousse Riadh;Non précisé;Non précisé;1.0.0;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;+21628615615;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/6a48cfa44956ba003a38eda3/;Non précisé;Non;Non;Non;Non
339;tayara.tn;Appartement (S+2) au quartier Riadh El Khamis;appartement;Vente;69000.0;69000 DT;Sousse;Sousse Riadh;Non précisé;Sousse, Sousse Riadh;Non précisé;Non précisé;2.0.0;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;Non précisé;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/6974ffcafea36ed612c8898c/;Non précisé;Non;Non;Non;Non
341;tayara.tn;(S+3) à Sahloul, Proche de toutes Commodités;appartement;Vente;365000.0;365000 DT;Sousse;Sahloul;Non précisé;Sousse, Sahloul;Non précisé;Non précisé;3.0.0;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;+21628615615;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/697df34a15471d09ce1171fe/;Non précisé;Non;Non;Non;Non
342;tayara.tn;Maison de Campagne à Kalâa Kebira;villa;Vente;430000.0;430000 DT;Sousse;Kalaâ Kebira;Non précisé;Sousse, Kalaâ Kebira;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;+21628615615;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/694573cdcd04d08be74da5a6/;Non précisé;Non;Non;Non;Non
343;tayara.tn;(S+2) à Chatt Mariem Pied dans l'eau;appartement;Vente;530000.0;530000 DT;Sousse;Chatt Mariem;Non précisé;Sousse, Chatt mariem;Non précisé;Non précisé;2.0.0;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;+21628615615;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/69d39c182c7ecb90f0ffb45d/;Non précisé;Non;Non;Non;Non
344;tayara.tn;A vendre appartement s1 à Tunis Jean Jaurès;appartement;Vente;120000.0;120000 DT;Tunis;Tunis;Non précisé;Tunis, Tunis;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;Non précisé;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/6a2a72d8ec535ff6e1536942/;Non précisé;Non;Non;Non;Non
349;tayara.tn;? À VENDREe – Appartements S+2 Direct Promoteur à La Nouvelle Soukra - Laouina ?;appartement;Vente;340000.0;340000 DT;Tunis;L Aouina;Non précisé;Tunis, L Aouina;Non précisé;Non précisé;2.0.0;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;Non précisé;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/6a4ce3e37b31d9554f383746/;Non précisé;Non;Non;Non;Non
355;tayara.tn;?? À VENDRE – VILLA DE CHARME À CARTHAGE;villa;Vente;5400000.0;5400000 DT;Tunis;Carthage;Non précisé;Tunis, Carthage;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;94274231;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/6a4ce1df4956ba003a3b3eb4/;Non précisé;Non;Non;Non;Non
362;tayara.tn;A Vendre appartement s+1 à cite ennasr 2;appartement;Vente;180000.0;180000 DT;Ariana;Cité Ennasr 2;Non précisé;Ariana, Cité Ennasr 2;Non précisé;Non précisé;1.0.0;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;Non précisé;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/6a4ce1224956ba003a3b3df1/;Non précisé;Non;Non;Non;Non
365;tayara.tn;À Vendre – Appartement S+3 – Très Haut Standing | 183 m²;appartement;Vente;860000.0;860000 DT;Ariana;La Soukra;Non précisé;Ariana, La Soukra;Non précisé;Non précisé;3.0.0;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;94274231;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/6a4ce1044956ba003a3b3dd1/;Non précisé;Non;Non;Non;Non
366;tayara.tn;À Vendre – Appartement S+2 hay l wahat ,place parking;appartement;Vente;285000.0;285000 DT;Tunis;L Aouina;Non précisé;Tunis, L Aouina;Non précisé;Non précisé;2.0.0;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;Non précisé;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/6a4ce0e24956ba003a3b3db2/;Non précisé;Non;Oui;Non;Non
367;tayara.tn;À Vendre – Charmant S1 à Cité Les Palmeraies – Laouina ?? Superficie : 60 m² Place parking;appartement;Vente;205000.0;205000 DT;Tunis;L Aouina;Non précisé;Tunis, L Aouina;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;94274231;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/6a4ce0c97b31d9554f383414/;Non précisé;Non;Oui;Non;Non
368;tayara.tn;?? KALAAT ANDALOUS BORJ YOUNES , ARIANA : UNE VILLA AVEC 500 M2 DE JARDIN À VENDRE;villa;Vente;Non précisé;Non précisé;Ariana;Kalâat Andalous;Non précisé;Ariana, Kalâat Andalous;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;Non précisé;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/694b2a7b8914daae51a0822e/;Non précisé;Non;Non;Non;Oui
371;tayara.tn;?? BORJ TOUIL, ARIANA : UNE VILLA S+3 À VENDRE;villa;Vente;950000.0;950000 DT;Ariana;Sidi Thabet;Non précisé;Ariana, Sidi Thabet;Non précisé;Non précisé;3.0.0;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;Non précisé;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/68fb82afb756576ab407ba0b/;Non précisé;Non;Non;Non;Non
373;tayara.tn;??LA SOUKRA : APPARTEMENT S+2 A VENDRE;appartement;Vente;405000.0;405000 DT;Ariana;La Soukra;Non précisé;Ariana, La Soukra;Non précisé;Non précisé;2.0.0;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;Non précisé;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/69fbf91b62589ac95e0271f0/;Non précisé;Non;Non;Non;Non
