property_type,bedrooms,bathrooms,surface_m2,price,city,neighborhood,log_price
Villa,2.0,1.0,240.0,90000.0,Nabeul,Hammamet,4.954242509439325
Apartment,2.0,1.0,235.0,165000.0,Nabeul,Hammamet,5.217483944213907
Apartment,2.0,1.0,133.0,180000.0,Nabeul,Hammamet,5.2552725051033065
Villa,2.0,1.0,150.0,70000.0,Nabeul,Hammamet,4.845098040014257
Apartment,1.0,1.0,87.0,240000.0,Nabeul,Mrezga,5.380211241711606
Villa,2.0,1.0,100.0,35000.0,Nabeul,Hammamet,4.544068044350276
Apartment,2.0,1.0,80.0,105000.0,Nabeul,Hammamet,5.021189299069938
Villa,2.0,1.0,90.0,80000.0,Nabeul,Hammamet,4.903089986991944
Villa,3.0,2.0,400.0,260000.0,Nabeul,Hammamet,5.414973347970818
Villa,4.0,3.0,130.0,250000.0,Nabeul,Soliman,5.3979400086720375
Villa,3.0,1.0,300.0,100000.0,Nabeul,Kélibia,5.0
Apartment,2.0,1.0,67.0,164150.0,Nabeul,Nabeul,5.215240887065359
Villa,3.0,1.0,150.0,220000.0,Nabeul,Hammamet,5.342422680822207
Apartment,1.0,1.0,85.0,215000.0,Nabeul,Mrezga,5.332438459915605
Villa,2.0,2.0,300.0,295000.0,Nabeul,Hammamet,5.469822015978163
Villa,5.0,3.0,345.0,650000.0,Nabeul,Hammamet,5.812913356642856
Villa,5.0,2.0,100.0,700000.0,Nabeul,Hammamet,5.845098040014257
Villa,3.0,2.0,1048.0,890000.0,Nabeul,Hammamet,5.949390006644912
Villa,4.0,2.0,450.0,850000.0,Nabeul,Hammamet,5.929418925714293
Villa,5.0,3.0,345.0,650000.0,Nabeul,Hammamet,5.812913356642856
Villa,4.0,2.0,350.0,730000.0,Nabeul,Hammamet,5.863322860120456
Villa,4.0,2.0,980.0,750000.0,Nabeul,Hammamet,5.8750612633917
Villa,2.0,1.0,143.0,145000.0,Nabeul,Hammamet,5.161368002234975
Villa,4.0,2.0,200.0,290000.0,Nabeul,Hammamet,5.4623979978989565
Villa,4.0,2.0,350.0,270000.0,Nabeul,Hammamet,5.431363764158987
Villa,4.0,2.0,200.0,270000.0,Nabeul,Hammamet,5.431363764158987
Villa,2.0,1.0,240.0,110000.0,Nabeul,Hammamet,5.041392685158225
Villa,3.0,1.0,180.0,430000.0,Nabeul,Hammamet,5.633468455579586
Villa,3.0,2.0,195.0,580000.0,Nabeul,Hammamet,5.763427993562937
Villa,3.0,2.0,600.0,420000.0,Nabeul,Hammamet,5.623249290397901
Villa,4.0,2.0,175.0,650000.0,Nabeul,Hammamet,5.812913356642856
Villa,4.0,2.0,550.0,1200000.0,Nabeul,Hammamet,6.079181246047625
Villa,3.0,1.0,360.0,285000.0,Nabeul,Hammamet,5.45484486000851
Villa,3.0,1.0,190.0,260000.0,Nabeul,Mrezga,5.414973347970818
Villa,3.0,2.0,110.0,80000.0,Nabeul,Hammamet,4.903089986991944
Villa,4.0,2.0,350.0,480000.0,Nabeul,Hammamet,5.681241237375588
Villa,3.0,1.0,250.0,490000.0,Nabeul,Hammamet,5.690196080028514
Apartment,2.0,1.0,100.0,260000.0,Nabeul,Hammamet Centre,5.414973347970818
Villa,5.0,2.0,200.0,290000.0,Nabeul,Hammamet,5.4623979978989565
Villa,7.0,2.0,130.0,130000.0,Nabeul,Nabeul,5.113943352306837
Villa,4.0,1.0,340.0,730000.0,Nabeul,Nabeul,5.863322860120456
Villa,3.0,2.0,350.0,285000.0,Nabeul,Hammamet,5.45484486000851
Apartment,2.0,1.0,300.0,1400000.0,Nabeul,Hammamet,6.146128035678238
Apartment,2.0,1.0,100.0,115000.0,Nabeul,Hammamet,5.060697840353612
Villa,7.0,4.0,360.0,500000.0,Nabeul,Nabeul,5.698970004336019
Villa,5.0,2.0,500.0,280000.0,Nabeul,Hammamet,5.447158031342219
Villa,3.0,2.0,350.0,285000.0,Nabeul,Hammamet,5.45484486000851
Apartment,1.0,1.0,45.0,130000.0,Nabeul,Nabeul,5.113943352306837
Villa,3.0,1.0,425.0,165000.0,Nabeul,Hammamet,5.217483944213907
Villa,3.0,2.0,700.0,250000.0,Nabeul,Hammamet,5.3979400086720375
Apartment,2.0,1.0,75.0,120000.0,Nabeul,Hammamet,5.079181246047625
Villa,2.0,2.0,120.0,255000.0,Nabeul,Hammamet,5.406540180433956
Villa,2.0,1.0,110.0,190000.0,Nabeul,Hammamet,5.278753600952829
Villa,3.0,2.0,330.0,40000.0,Nabeul,Hammamet,4.6020599913279625
Villa,5.0,2.0,200.0,210000.0,Nabeul,Kélibia,5.32221929473392
Apartment,2.0,1.0,105.0,175000.0,Nabeul,Hammamet,5.243038048686294
Apartment,1.0,1.0,85.0,150000.0,Nabeul,Hammamet,5.176091259055681
Villa,3.0,2.0,260.0,130000.0,Nabeul,Kélibia,5.113943352306837
Villa,2.0,1.0,360.0,95000.0,Nabeul,Hammamet,4.977723605288848
Apartment,1.0,1.0,143.0,210000.0,Nabeul,Mrezga,5.32221929473392
Villa,3.0,1.0,110.0,220000.0,Nabeul,Hammamet,5.342422680822207
Apartment,2.0,1.0,130.0,260000.0,Nabeul,Hammamet,5.414973347970818
Apartment,2.0,1.0,140.0,350000.0,Nabeul,Hammamet,5.544068044350276
Apartment,2.0,1.0,133.0,180000.0,Nabeul,Hammamet,5.2552725051033065
Villa,3.0,2.0,300.0,400000.0,Nabeul,Hammamet,5.6020599913279625
Villa,4.0,5.0,450.0,895000.0,Nabeul,Hammamet,5.951823035315912
Villa,3.0,1.0,425.0,165000.0,Nabeul,Hammamet,5.217483944213907
Villa,3.0,1.0,200.0,200000.0,Nabeul,Hammamet,5.301029995663981
Villa,2.0,1.0,143.0,145000.0,Nabeul,Hammamet,5.161368002234975
Villa,3.0,1.0,170.0,190000.0,Nabeul,Nabeul,5.278753600952829
Villa,2.0,1.0,180.0,128000.0,Nabeul,Hammamet,5.107209969647869
Apartment,1.0,1.0,124.0,300000.0,Nabeul,Hammamet,5.477121254719663
Villa,3.0,1.0,220.0,320000.0,Nabeul,Kélibia,5.505149978319906
Villa,5.0,5.0,340.0,995000.0,Nabeul,Mrezga,5.997823080745725
Villa,5.0,6.0,1200.0,880000.0,Nabeul,Hammamet,5.944482672150168
Villa,3.0,2.0,250.0,510000.0,Nabeul,Hammamet,5.707570176097937
Villa,3.0,1.0,280.0,235000.0,Nabeul,Hammamet,5.371067862271736
Villa,3.0,1.0,240.0,175000.0,Nabeul,Hammamet,5.243038048686294
Villa,3.0,2.0,140.0,155000.0,Nabeul,Hammamet,5.190331698170292
Apartment,2.0,1.0,90.0,200000.0,Nabeul,Hammamet,5.301029995663981
Apartment,2.0,3.0,100.0,200000.0,Nabeul,Hammamet,5.301029995663981
Apartment,1.0,1.0,85.0,150000.0,Nabeul,Hammamet,5.176091259055681
Apartment,2.0,1.0,133.0,180000.0,Nabeul,Hammamet,5.2552725051033065
Apartment,2.0,1.0,80.0,125000.0,Nabeul,Nabeul,5.096910013008056
Apartment,2.0,1.0,70.0,130000.0,Nabeul,Hammamet,5.113943352306837
Apartment,1.0,1.0,40.0,95000.0,Nabeul,Hammamet,4.977723605288848
Villa,1.0,1.0,84.0,215000.0,Nabeul,Hammamet,5.332438459915605
Villa,3.0,1.0,160.0,600000.0,Nabeul,Nabeul,5.778151250383644
Apartment,2.0,1.0,80.0,120000.0,Nabeul,Hammamet,5.079181246047625
Villa,4.0,2.0,220.0,380000.0,Nabeul,Hammamet,5.57978359661681
Villa,3.0,2.0,250.0,360000.0,Nabeul,Hammamet,5.556302500767287
Villa,3.0,2.0,180.0,360000.0,Nabeul,Hammamet,5.556302500767287
Villa,2.0,1.0,200.0,260000.0,Nabeul,Hammamet,5.414973347970818
Villa,2.0,1.0,900.0,85000.0,Nabeul,Hammamet,4.929418925714293
Villa,3.0,1.0,190.0,255000.0,Nabeul,Hammamet,5.406540180433956
Apartment,1.0,1.0,75.0,225000.0,Nabeul,Hammamet,5.352182518111363
Apartment,4.0,2.0,230.0,380000.0,Nabeul,Hammamet,5.57978359661681
Apartment,3.0,2.0,188.0,565000.0,Nabeul,Hammamet,5.752048447819439
Villa,3.0,2.0,460.0,600000.0,Nabeul,Nabeul,5.778151250383644
Apartment,1.0,1.0,85.0,150000.0,Nabeul,Hammamet,5.176091259055681
Apartment,2.0,1.0,100.0,300000.0,Nabeul,Hammamet,5.477121254719663
Villa,3.0,1.0,190.0,160000.0,Nabeul,Hammamet,5.204119982655925
Apartment,1.0,1.0,61.0,230000.0,Nabeul,Hammamet,5.361727836017593
Villa,4.0,2.0,375.0,550000.0,Nabeul,Hammamet,5.740362689494244
Villa,3.0,2.0,360.0,285000.0,Nabeul,Hammamet,5.45484486000851
Apartment,1.0,1.0,35.0,60000.0,Nabeul,Hammamet,4.778151250383644
Villa,3.0,1.0,360.0,320000.0,Nabeul,Hammamet,5.505149978319906
Apartment,2.0,1.0,130.0,290000.0,Nabeul,Hammamet,5.4623979978989565
Apartment,2.0,1.0,85.0,300000.0,Nabeul,Hammamet,5.477121254719663
Villa,5.0,2.0,250.0,350000.0,Nabeul,Hammamet,5.544068044350276
Villa,3.0,2.0,250.0,510000.0,Nabeul,Hammamet,5.707570176097937
Apartment,1.0,1.0,60.0,85000.0,Nabeul,Hammamet,4.929418925714293
Apartment,1.0,1.0,61.0,230000.0,Nabeul,Hammamet,5.361727836017593
Apartment,1.0,1.0,45.0,130000.0,Nabeul,Mrezga,5.113943352306837
Villa,2.0,1.0,340.0,175000.0,Nabeul,Hammamet,5.243038048686294
Villa,3.0,1.0,400.0,198000.0,Nabeul,Hammamet,5.296665190261531
Apartment,2.0,1.0,235.0,165000.0,Nabeul,Hammamet,5.217483944213907
Apartment,2.0,1.0,120.0,255000.0,Nabeul,Hammamet,5.406540180433956
Apartment,1.0,1.0,70.0,230000.0,Nabeul,Hammamet,5.361727836017593
Apartment,1.0,1.0,50.0,118000.0,Nabeul,Nabeul,5.071882007306125
Apartment,2.0,1.0,74.0,130000.0,Nabeul,Hammamet,5.113943352306837
Apartment,2.0,1.0,200.0,185000.0,Nabeul,Hammamet,5.267171728403014
Apartment,2.0,1.0,70.0,145000.0,Nabeul,Hammamet,5.161368002234975
Villa,2.0,1.0,130.0,140000.0,Nabeul,Hammamet,5.146128035678238
Apartment,2.0,1.0,65.0,110000.0,Nabeul,Hammamet,5.041392685158225
Villa,6.0,4.0,250.0,128000.0,Nabeul,Nabeul,5.107209969647869
Apartment,3.0,1.0,120.0,250000.0,Nabeul,Hammamet,5.3979400086720375
Villa,2.0,1.0,240.0,190000.0,Nabeul,Hammamet,5.278753600952829
Villa,3.0,1.0,240.0,175000.0,Nabeul,Hammamet,5.243038048686294
Apartment,2.0,1.0,105.0,175000.0,Nabeul,Hammamet,5.243038048686294
Apartment,2.0,1.0,130.0,140000.0,Nabeul,Hammamet,5.146128035678238
Villa,3.0,1.0,190.0,255000.0,Nabeul,Hammamet,5.406540180433956
Villa,4.0,2.0,130.0,160000.0,Nabeul,Kélibia,5.204119982655925
Villa,2.0,1.0,400.0,185000.0,Nabeul,Kélibia,5.267171728403014
Villa,2.0,1.0,240.0,110000.0,Nabeul,Hammamet,5.041392685158225
Villa,2.0,1.0,110.0,190000.0,Nabeul,Hammamet,5.278753600952829
Villa,4.0,3.0,350.0,520000.0,Nabeul,Hammamet,5.7160033436348
Apartment,3.0,3.0,200.0,400000.0,Nabeul,Hammamet Nord,5.6020599913279625
Villa,6.0,2.0,93.0,150000.0,Nabeul,Nabeul,5.176091259055681
Villa,4.0,3.0,500.0,780000.0,Nabeul,Hammamet,5.892094602690481
Villa,5.0,2.0,416.0,380000.0,Nabeul,Hammamet,5.57978359661681
Villa,2.0,1.0,240.0,175000.0,Nabeul,Hammamet,5.243038048686294
Villa,3.0,2.0,190.0,255000.0,Nabeul,Hammamet,5.406540180433956
Villa,2.0,1.0,200.0,135000.0,Nabeul,Hammamet,5.130333768495007
Villa,4.0,2.0,450.0,850000.0,Nabeul,Hammamet,5.929418925714293
Villa,3.0,1.0,190.0,165000.0,Nabeul,Hammamet,5.217483944213907
Villa,2.0,1.0,100.0,128000.0,Nabeul,Hammamet,5.107209969647869
Villa,3.0,1.0,425.0,165000.0,Nabeul,Hammamet,5.217483944213907
Villa,5.0,3.0,92.0,270000.0,Nabeul,Béni Khiar,5.431363764158987
Villa,3.0,1.0,100.0,135000.0,Nabeul,Hammamet,5.130333768495007
Apartment,1.0,1.0,30.0,110000.0,Nabeul,Hammamet,5.041392685158225
Villa,3.0,2.0,206.0,160000.0,Nabeul,Hammamet,5.204119982655925
Villa,2.0,1.0,109.0,95000.0,Nabeul,Hammamet,4.977723605288848
Villa,3.0,1.0,180.0,190000.0,Nabeul,Hammamet,5.278753600952829
Villa,4.0,2.0,600.0,265000.0,Nabeul,Hammamet,5.423245873936808
Villa,2.0,2.0,250.0,250000.0,Nabeul,Hammamet,5.3979400086720375
Villa,3.0,2.0,350.0,285000.0,Nabeul,Hammamet,5.45484486000851
Villa,4.0,3.0,400.0,750000.0,Nabeul,Hammamet Nord,5.8750612633917
Apartment,2.0,1.0,100.0,115000.0,Nabeul,Hammamet,5.060697840353612
Villa,4.0,2.0,175.0,650000.0,Nabeul,Hammamet,5.812913356642856
Villa,5.0,3.0,900.0,1800000.0,Nabeul,Hammamet Nord,6.2552725051033065
Villa,5.0,2.0,345.0,650000.0,Nabeul,Hammamet,5.812913356642856
Villa,3.0,2.0,180.0,360000.0,Nabeul,Hammamet,5.556302500767287
Villa,4.0,2.0,350.0,480000.0,Nabeul,Hammamet,5.681241237375588
Villa,3.0,1.0,180.0,430000.0,Nabeul,Hammamet,5.633468455579586
Villa,3.0,1.0,190.0,255000.0,Nabeul,Hammamet,5.406540180433956
Apartment,3.0,1.0,250.0,490000.0,Nabeul,Hammamet,5.690196080028514
Villa,4.0,2.0,200.0,290000.0,Nabeul,Hammamet,5.4623979978989565
Villa,4.0,2.0,350.0,270000.0,Nabeul,Hammamet,5.431363764158987
Villa,3.0,2.0,250.0,360000.0,Nabeul,Hammamet,5.556302500767287
Villa,4.0,2.0,220.0,380000.0,Nabeul,Hammamet,5.57978359661681
Villa,2.0,1.0,204.0,140000.0,Nabeul,Menzel Temime,5.146128035678238
Apartment,1.0,1.0,85.0,150000.0,Nabeul,Hammamet,5.176091259055681
Apartment,1.0,1.0,80.0,150000.0,Nabeul,Hammamet,5.176091259055681
Apartment,2.0,1.0,130.0,260000.0,Nabeul,Hammamet,5.414973347970818
Apartment,2.0,1.0,120.0,90000.0,Nabeul,Hammamet,4.954242509439325
Villa,2.0,1.0,110.0,190000.0,Nabeul,Hammamet,5.278753600952829
Villa,2.0,1.0,130.0,80000.0,Nabeul,Hammamet,4.903089986991944
Apartment,1.0,1.0,73.0,191200.0,Nabeul,Mrezga,5.281487887940081
Villa,3.0,1.0,105.0,240000.0,Nabeul,Hammamet Nord,5.380211241711606
Apartment,2.0,1.0,96.0,220000.0,Nabeul,Hammamet,5.342422680822207
Villa,2.0,1.0,115.0,100000.0,Nabeul,Hammamet,5.0
Apartment,1.0,1.0,75.0,225000.0,Nabeul,Hammamet,5.352182518111363
Apartment,1.0,1.0,90.0,190000.0,Nabeul,Hammamet,5.278753600952829
Apartment,2.0,1.0,80.0,120000.0,Nabeul,Hammamet,5.079181246047625
Villa,3.0,1.0,254.0,170000.0,Nabeul,Hammamet,5.230448921378274
Villa,3.0,1.0,170.0,190000.0,Nabeul,Hammamet,5.278753600952829
Villa,3.0,1.0,200.0,200000.0,Nabeul,Hammamet Centre,5.301029995663981
Villa,2.0,1.0,143.0,170000.0,Nabeul,Hammamet,5.230448921378274
Villa,3.0,1.0,200.0,260000.0,Nabeul,Hammamet,5.414973347970818
Apartment,2.0,1.0,144.0,350000.0,Nabeul,Mrezga,5.544068044350276
Apartment,3.0,1.0,180.0,350000.0,Nabeul,Hammamet,5.544068044350276
Villa,3.0,1.0,360.0,285000.0,Nabeul,Hammamet,5.45484486000851
Villa,3.0,1.0,260.0,258000.0,Nabeul,Hammamet,5.41161970596323
Villa,2.0,1.0,240.0,110000.0,Nabeul,Hammamet,5.041392685158225
Villa,2.0,1.0,360.0,95000.0,Nabeul,Hammamet,4.977723605288848
Villa,3.0,1.0,240.0,190000.0,Nabeul,Hammamet,5.278753600952829
Villa,2.0,1.0,110.0,190000.0,Nabeul,Hammamet,5.278753600952829
Apartment,2.0,1.0,140.0,350000.0,Nabeul,Hammamet,5.544068044350276
Apartment,2.0,1.0,137.0,315000.0,Nabeul,Hammamet,5.498310553789601
Apartment,1.0,1.0,85.0,225000.0,Nabeul,Hammamet,5.352182518111363
Apartment,2.0,2.0,200.0,185000.0,Nabeul,Hammamet,5.267171728403014
Apartment,2.0,1.0,100.0,240000.0,Nabeul,Hammamet,5.380211241711606
Apartment,2.0,1.0,150.0,140000.0,Nabeul,Hammamet,5.146128035678238
Villa,3.0,2.0,200.0,290000.0,Nabeul,Hammamet,5.4623979978989565
Villa,3.0,1.0,190.0,260000.0,Nabeul,Hammamet,5.414973347970818
Villa,9.0,1.0,300.0,1600000.0,Nabeul,Korba,6.204119982655925
Apartment,2.0,2.0,100.0,200000.0,Nabeul,Hammamet,5.301029995663981
Villa,4.0,2.0,450.0,850000.0,Nabeul,Hammamet,5.929418925714293
Villa,4.0,2.0,350.0,730000.0,Nabeul,Hammamet,5.863322860120456
Villa,4.0,2.0,345.0,650000.0,Nabeul,Hammamet,5.812913356642856
Villa,4.0,2.0,175.0,650000.0,Nabeul,Hammamet,5.812913356642856
Villa,4.0,2.0,350.0,480000.0,Nabeul,Hammamet,5.681241237375588
Villa,3.0,1.0,250.0,490000.0,Nabeul,Hammamet,5.690196080028514
Villa,2.0,1.0,900.0,85000.0,Nabeul,Hammamet,4.929418925714293
Apartment,2.0,1.0,96.0,220000.0,Nabeul,Hammamet,5.342422680822207
Apartment,3.0,2.0,200.0,200000.0,Nabeul,Hammamet,5.301029995663981
Villa,3.0,2.0,200.0,350000.0,Nabeul,Hammamet,5.544068044350276
Villa,3.0,1.0,350.0,200000.0,Nabeul,Hammamet,5.301029995663981
Apartment,1.0,1.0,75.0,225000.0,Nabeul,Hammamet,5.352182518111363
Villa,2.0,1.0,150.0,100000.0,Nabeul,Hammamet,5.0
Villa,4.0,2.0,220.0,380000.0,Nabeul,Hammamet,5.57978359661681
Apartment,2.0,1.0,108.0,237000.0,Nabeul,Mrezga,5.374748346010104
Apartment,2.0,1.0,80.0,105000.0,Nabeul,Hammamet,5.021189299069938
Apartment,1.0,1.0,70.0,172200.0,Nabeul,Mrezga,5.236033147117636
Apartment,1.0,1.0,85.0,150000.0,Nabeul,Hammamet,5.176091259055681
Villa,2.0,1.0,360.0,95000.0,Nabeul,Hammamet,4.977723605288848
Villa,3.0,2.0,640.0,310000.0,Nabeul,Hammamet,5.491361693834273
Villa,3.0,1.0,280.0,235000.0,Nabeul,Hammamet,5.371067862271736
Apartment,2.0,1.0,70.0,105000.0,Nabeul,Hammamet,5.021189299069938
Villa,3.0,1.0,350.0,285000.0,Nabeul,Hammamet,5.45484486000851
Apartment,1.0,1.0,50.0,118000.0,Nabeul,Nabeul,5.071882007306125
Villa,3.0,1.0,425.0,165000.0,Nabeul,Hammamet,5.217483944213907
Apartment,1.0,1.0,60.0,135000.0,Nabeul,Hammamet Centre,5.130333768495007
Villa,5.0,2.0,416.0,460000.0,Nabeul,Hammamet,5.662757831681574
Villa,4.0,2.0,968.0,980000.0,Nabeul,Hammamet,5.991226075692495
Apartment,2.0,1.0,111.0,280000.0,Nabeul,Hammamet Nord,5.447158031342219
Villa,2.0,1.0,112.0,270000.0,Nabeul,Hammamet,5.431363764158987
Villa,2.0,1.0,180.0,270000.0,Nabeul,Hammamet,5.431363764158987
Villa,4.0,4.0,1230.0,650000.0,Nabeul,Hammamet,5.812913356642856
Villa,3.0,2.0,250.0,360000.0,Nabeul,Hammamet,5.556302500767287
Apartment,1.0,1.0,40.0,95000.0,Nabeul,Hammamet,4.977723605288848
Villa,2.0,1.0,180.0,270000.0,Nabeul,Hammamet,5.431363764158987
Villa,3.0,1.0,315.0,470000.0,Nabeul,Hammamet,5.672097857935717
Apartment,2.0,1.0,84.0,300000.0,Nabeul,Hammamet,5.477121254719663
Apartment,2.0,1.0,360.0,95000.0,Nabeul,Hammamet,4.977723605288848
Apartment,1.0,1.0,35.0,60000.0,Nabeul,Hammamet,4.778151250383644
Apartment,2.0,1.0,80.0,105000.0,Nabeul,Hammamet,5.021189299069938
Villa,3.0,2.0,220.0,230000.0,Nabeul,Kélibia,5.361727836017593
Villa,2.0,1.0,190.0,165000.0,Nabeul,Hammamet,5.217483944213907
Villa,3.0,1.0,190.0,255000.0,Nabeul,Hammamet,5.406540180433956
Villa,4.0,2.0,116.0,260000.0,Nabeul,Hammamet Centre,5.414973347970818
Apartment,2.0,1.0,75.0,120000.0,Nabeul,Hammamet,5.079181246047625
Villa,3.0,1.0,300.0,130000.0,Nabeul,Kélibia,5.113943352306837
Apartment,2.0,2.0,140.0,490000.0,Nabeul,Hammamet Nord,5.690196080028514
Apartment,3.0,1.0,150.0,180000.0,Nabeul,Hammamet,5.2552725051033065
Apartment,1.0,1.0,71.0,163300.0,Nabeul,Mrezga,5.2129861847366685
Villa,2.0,2.0,200.0,180000.0,Nabeul,Hammamet,5.2552725051033065
Villa,2.0,1.0,150.0,130000.0,Nabeul,Hammamet,5.113943352306837
Apartment,2.0,1.0,200.0,690000.0,Nabeul,Hammamet,5.838849090737256
Apartment,2.0,1.0,110.0,70000.0,Nabeul,Hammamet,4.845098040014257
Apartment,1.0,1.0,65.0,145000.0,Nabeul,Mrezga,5.161368002234975
Villa,3.0,2.0,640.0,310000.0,Nabeul,Hammamet,5.491361693834273
Apartment,2.0,1.0,110.0,200000.0,Nabeul,Kélibia,5.301029995663981
Apartment,1.0,1.0,61.0,160000.0,Nabeul,Mrezga,5.204119982655925
Villa,3.0,1.0,150.0,120000.0,Nabeul,Hammamet,5.079181246047625
Villa,2.0,1.0,250.0,250000.0,Nabeul,Hammamet,5.3979400086720375
Villa,5.0,2.0,475.0,330000.0,Nabeul,Hammam Ghezèze,5.518513939877887
Villa,3.0,1.0,196.0,117000.0,Nabeul,Hammamet,5.068185861746161
Apartment,2.0,2.0,340.0,690000.0,Nabeul,Mrezga,5.838849090737256
Villa,2.0,1.0,80.0,105000.0,Nabeul,Hammamet,5.021189299069938
Villa,2.0,1.0,110.0,65000.0,Nabeul,Hammamet,4.812913356642856
Villa,3.0,1.0,120.0,130000.0,Nabeul,Hammamet,5.113943352306837
Villa,6.0,4.0,415.0,650000.0,Nabeul,Mrezga,5.812913356642856
Villa,4.0,3.0,450.0,895000.0,Nabeul,Hammamet,5.951823035315912
Villa,3.0,2.0,131.0,160000.0,Nabeul,Kélibia,5.204119982655925
Apartment,2.0,1.0,108.0,340000.0,Nabeul,Hammamet,5.531478917042255
Villa,6.0,2.0,220.0,430000.0,Nabeul,Korba,5.633468455579586
Villa,7.0,5.0,600.0,800000.0,Nabeul,Hammamet,5.903089986991944
Villa,3.0,2.0,180.0,360000.0,Nabeul,Hammamet,5.556302500767287
Apartment,3.0,2.0,120.0,480000.0,Nabeul,Hammamet,5.681241237375588
Villa,3.0,1.0,360.0,285000.0,Nabeul,Hammamet,5.45484486000851
Apartment,2.0,1.0,110.0,339000.0,Nabeul,Hammamet,5.5301996982030825
Villa,4.0,2.0,230.0,380000.0,Nabeul,Hammamet,5.57978359661681
Apartment,2.0,1.0,66.0,135000.0,Nabeul,Mrezga,5.130333768495007
Villa,8.0,4.0,230.0,330000.0,Nabeul,Menzel Bouzelfa,5.518513939877887
Villa,2.0,1.0,80.0,150000.0,Nabeul,Hammamet,5.176091259055681
Apartment,2.0,2.0,126.0,441000.0,Nabeul,Mrezga,5.644438589467838
Apartment,2.0,1.0,75.0,130000.0,Nabeul,Hammamet,5.113943352306837
Apartment,2.0,1.0,84.0,125000.0,Nabeul,Nabeul,5.096910013008056
Apartment,1.0,1.0,70.0,120000.0,Nabeul,Hammamet,5.079181246047625
Apartment,2.0,1.0,80.0,230000.0,Nabeul,Hammamet,5.361727836017593
Apartment,2.0,1.0,175.0,98000.0,Nabeul,Hammamet,4.991226075692495
Apartment,2.0,1.0,80.0,129000.0,Nabeul,Hammamet Centre,5.110589710299249
Apartment,2.0,1.0,75.0,95000.0,Nabeul,Hammamet,4.977723605288848
Apartment,1.0,1.0,75.0,230000.0,Nabeul,Nabeul,5.361727836017593
Villa,3.0,1.0,125.0,130000.0,Nabeul,Hammamet,5.113943352306837
Villa,3.0,1.0,130.0,80000.0,Nabeul,Hammamet Centre,4.903089986991944
Villa,3.0,2.0,378.0,280000.0,Nabeul,Hammamet,5.447158031342219
Apartment,2.0,1.0,235.0,165000.0,Nabeul,Hammamet,5.217483944213907
Apartment,2.0,1.0,90.0,240000.0,Nabeul,Hammamet,5.380211241711606
Villa,2.0,1.0,103.0,65000.0,Nabeul,Kélibia,4.812913356642856
Apartment,1.0,1.0,70.0,230000.0,Nabeul,Hammamet,5.361727836017593
Apartment,2.0,1.0,100.0,150000.0,Nabeul,Hammamet,5.176091259055681
Apartment,1.0,1.0,80.0,170000.0,Nabeul,Hammamet,5.230448921378274
Apartment,2.0,1.0,70.0,90000.0,Nabeul,Hammamet,4.954242509439325
Apartment,1.0,1.0,72.0,120000.0,Nabeul,Hammamet,5.079181246047625
Villa,2.0,1.0,250.0,260000.0,Nabeul,Hammamet,5.414973347970818
Villa,3.0,1.0,80.0,235000.0,Nabeul,Hammamet,5.371067862271736
Villa,3.0,2.0,200.0,195000.0,Nabeul,Hammamet,5.290034611362518
Apartment,2.0,1.0,75.0,80000.0,Nabeul,Nabeul,4.903089986991944
Apartment,2.0,1.0,226.0,590000.0,Nabeul,Hammamet,5.770852011642144
Apartment,2.0,1.0,80.0,125000.0,Nabeul,Hammamet,5.096910013008056
Villa,2.0,1.0,200.0,185000.0,Nabeul,Hammamet,5.267171728403014
Villa,2.0,1.0,90.0,85000.0,Nabeul,Hammamet,4.929418925714293
Villa,5.0,1.0,219.0,240000.0,Tunis,Tunis,5.380211241711606
Villa,3.0,1.0,95.0,175000.0,Tunis,El Kabaria,5.243038048686294
Apartment,2.0,1.0,90.0,98000.0,Tunis,Autres villes,4.991226075692495
Villa,3.0,1.0,300.0,500000.0,Tunis,Le Bardo,5.698970004336019
Apartment,2.0,1.0,100.0,170000.0,Tunis,Le Bardo,5.230448921378274
Apartment,2.0,1.0,95.0,185000.0,Tunis,L'aouina,5.267171728403014
Apartment,1.0,1.0,65.0,175000.0,Tunis,L'aouina,5.243038048686294
Apartment,3.0,3.0,174.0,561000.0,Tunis,Autres villes,5.748962861256161
Villa,2.0,1.0,260.0,400000.0,Tunis,Le Bardo,5.6020599913279625
Apartment,2.0,1.0,150.0,700000.0,Tunis,La Marsa,5.845098040014257
Apartment,2.0,2.0,100.0,205000.0,Tunis,L'aouina,5.311753861055754
Apartment,4.0,2.0,165.0,850000.0,Tunis,La Goulette,5.929418925714293
Apartment,4.0,2.0,214.0,650000.0,Tunis,Carthage,5.812913356642856
Apartment,2.0,2.0,114.0,336000.0,Tunis,La Marsa,5.526339277389844
Villa,8.0,3.0,808.0,890000.0,Tunis,Le Bardo,5.949390006644912
Apartment,2.0,1.0,103.0,365000.0,Tunis,La Goulette,5.562292864456475
Villa,3.0,2.0,320.0,620000.0,Tunis,Menzah,5.792391689498253
Villa,4.0,3.0,340.0,1190000.0,Tunis,La Marsa,6.075546961392531
Apartment,2.0,1.0,100.0,115000.0,Tunis,Agba,5.060697840353612
Apartment,1.0,1.0,70.0,87000.0,Tunis,Agba,4.939519252618618
Apartment,1.0,1.0,55.0,42000.0,Tunis,Autres villes,4.623249290397901
